"customer_id_null_count","gender_null_count","age_null_count","married_null_count","state_null_count","number_of_referrals_null_count","tenure_in_months_null_count","value_deal_null_count","phone_service_null_count","multiple_lines_null_count","internet_service_null_count","internet_type_null_count","online_security_null_count","online_backup_null_count","device_protection_plan_null_count","premium_support_null_count","streaming_tv_null_count","streaming_movies_null_count","streaming_music_null_count","unlimited_data_null_count","contract_null_count","paperless_billing_null_count","payment_method_null_count","monthly_charge_null_count","total_charges_null_count","total_refunds_null_count","total_extra_data_charges_null_count","total_long_distance_charges_null_count","total_revenue_null_count","customer_status_null_count","churn_category_null_count","churn_reason_null_count"
"0","0","0","0","0","0","0","3548","0","622","0","1390","1390","1390","1390","1390","1390","1390","1390","1390","0","0","0","0","0","0","0","0","0","0","4686","4686"
